#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 08 04 03 12 999 99.0 99.0  1.49  8.33  5.75  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 03 42 999 99.0 99.0  1.42  8.33  5.58  40 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 04 12 999 99.0 99.0  1.50  7.69  5.61  40 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 04 42 999 99.0 99.0  1.52  7.69  5.72  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 05 12 999 99.0 99.0  1.49  8.33  5.28  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 05 42 999 99.0 99.0  1.60  8.33  5.41  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 06 12 999 99.0 99.0  1.51  8.33  5.49  47 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 06 42 999 99.0 99.0  1.53  8.33  5.57  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 07 12 999 99.0 99.0  1.41  8.33  5.49  45 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 08 12 999 99.0 99.0  1.47  8.33  5.65  38 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 08 42 999 99.0 99.0  1.43  8.33  5.46  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 09 12 999 99.0 99.0  1.50  8.33  5.56  33 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 09 42 999 99.0 99.0  1.55  8.33  5.81  31 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 10 12 999 99.0 99.0  1.41  8.33  5.36  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 10 42 999 99.0 99.0  1.51  7.69  5.49  25 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 11 12 999 99.0 99.0  1.44  8.33  5.42  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 11 42 999 99.0 99.0  1.47  8.33  5.58  41 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 12 12 999 99.0 99.0  1.40  8.33  5.63  37 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 12 42 999 99.0 99.0  1.40  7.14  5.54  37 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 13 12 999 99.0 99.0  1.37  8.33  5.73  41 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 13 42 999 99.0 99.0  1.49  8.33  5.87  45 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 14 12 999 99.0 99.0  1.51  6.67  5.53  23 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 14 42 999 99.0 99.0  1.57  8.33  5.60  42 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 15 12 999 99.0 99.0  1.51  5.88  5.46  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 15 42 999 99.0 99.0  1.56  8.33  5.80  44 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 16 12 999 99.0 99.0  1.49  7.69  5.70  41 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 16 42 999 99.0 99.0  1.52  8.33  5.88  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 17 12 999 99.0 99.0  1.54  8.33  5.97  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 17 42 999 99.0 99.0  1.50  7.69  5.84  42 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 18 12 999 99.0 99.0  1.61  8.33  5.60  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 18 42 999 99.0 99.0  1.59  7.69  5.58  42 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 19 12 999 99.0 99.0  1.57  8.33  5.58  41 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 19 42 999 99.0 99.0  1.53  8.33  5.69  48 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 20 12 999 99.0 99.0  1.51  8.33  5.76  45 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 20 42 999 99.0 99.0  1.49  8.33  5.51  42 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 21 12 999 99.0 99.0  1.50  8.33  5.46  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 04 21 42 999 99.0 99.0  1.66  8.33  5.78  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 22 12 999 99.0 99.0  1.50  8.33  5.70  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 22 42 999 99.0 99.0  1.47  7.14  5.64  37 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 23 12 999 99.0 99.0  1.47  7.69  5.49  31 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 04 23 42 999 99.0 99.0  1.41  8.33  5.49  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 00 12 999 99.0 99.0  1.47  7.69  5.48  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 01 12 999 99.0 99.0  1.41  8.33  5.58  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 01 42 999 99.0 99.0  1.46  8.33  5.38  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 02 42 999 99.0 99.0  1.49  8.33  5.56  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 03 12 999 99.0 99.0  1.49  8.33  5.43  38 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 03 42 999 99.0 99.0  1.64  8.33  5.57  38 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 04 12 999 99.0 99.0  1.64  8.33  5.65  45 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 04 42 999 99.0 99.0  1.57  8.33  5.58  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 05 12 999 99.0 99.0  1.56  8.33  5.52  34 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 05 42 999 99.0 99.0  1.65  8.33  5.80  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 06 12 999 99.0 99.0  1.68  8.33  5.83  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 06 42 999 99.0 99.0  1.61  7.69  5.71  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 07 12 999 99.0 99.0  1.66  8.33  5.78  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 07 42 999 99.0 99.0  1.66  8.33  5.81  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 08 12 999 99.0 99.0  1.59  7.69  5.58  34 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 08 42 999 99.0 99.0  1.60  8.33  5.40  41 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 09 12 999 99.0 99.0  1.65  8.33  5.76  37 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 09 42 999 99.0 99.0  1.49  7.69  5.59  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 10 12 999 99.0 99.0  1.39  7.69  5.62  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 10 42 999 99.0 99.0  1.43  8.33  5.57  37 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 11 12 999 99.0 99.0  1.50  8.33  5.65  35 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 11 42 999 99.0 99.0  1.38  8.33  5.72  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 12 12 999 99.0 99.0  1.47  8.33  5.78  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 12 42 999 99.0 99.0  1.44  8.33  5.69  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 13 12 999 99.0 99.0  1.40  9.09  5.51  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 13 42 999 99.0 99.0  1.57  8.33  5.91  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 14 12 999 99.0 99.0  1.51  9.09  6.02  37 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 14 42 999 99.0 99.0  1.45  8.33  5.86  34 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 15 12 999 99.0 99.0  1.46  8.33  6.22  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 15 42 999 99.0 99.0  1.43  8.33  6.13  37 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 16 12 999 99.0 99.0  1.51  8.33  5.99  35 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 16 42 999 99.0 99.0  1.53  8.33  5.83  34 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 17 42 999 99.0 99.0  1.50  9.09  5.93  34 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 18 12 999 99.0 99.0  1.44  8.33  5.99  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 18 42 999 99.0 99.0  1.54  8.33  5.99  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 19 12 999 99.0 99.0  1.62  8.33  6.05  37 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 19 42 999 99.0 99.0  1.58  8.33  5.95  41 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 20 42 999 99.0 99.0  1.52  8.33  5.68  35 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 21 12 999 99.0 99.0  1.49  8.33  5.61  41 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 05 21 42 999 99.0 99.0  1.44  7.14  5.65  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 22 12 999 99.0 99.0  1.45  8.33  5.74  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 22 42 999 99.0 99.0  1.32  6.25  5.38  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 23 12 999 99.0 99.0  1.36  8.33  5.45  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 05 23 42 999 99.0 99.0  1.36  8.33  5.49  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 00 12 999 99.0 99.0  1.25  7.69  5.36  38 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 06 00 42 999 99.0 99.0  1.38  8.33  5.61  37 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 01 12 999 99.0 99.0  1.36  8.33  5.50  40 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 06 01 42 999 99.0 99.0  1.38  8.33  5.62  44 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 06 02 12 999 99.0 99.0  1.37  8.33  5.54  41 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 06 02 42 999 99.0 99.0  1.36  7.69  5.76  34 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 06 03 12 999 99.0 99.0  1.25  8.33  5.55  42 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 06 03 42 999 99.0 99.0  1.24  8.33  5.54  44 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 06 04 12 999 99.0 99.0  1.29  8.33  5.78  37 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 06 04 42 999 99.0 99.0  1.30  8.33  5.73  37 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 06 05 12 999 99.0 99.0  1.29  8.33  5.40  40 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 06 12 999 99.0 99.0  1.37  8.33  5.67  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 06 42 999 99.0 99.0  1.30  7.69  5.63  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 07 12 999 99.0 99.0  1.25  7.69  5.39  38 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 07 42 999 99.0 99.0  1.30  8.33  5.54  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 08 12 999 99.0 99.0  1.30  7.69  5.54  40 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 08 42 999 99.0 99.0  1.33  8.33  5.55  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 09 12 999 99.0 99.0  1.30  8.33  5.41  42 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 09 42 999 99.0 99.0  1.33  8.33  5.22  41 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 10 12 999 99.0 99.0  1.26  8.33  5.18  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 11 12 999 99.0 99.0  1.19  8.33  5.09  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 11 42 999 99.0 99.0  1.31  7.69  5.35  31 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 12 12 999 99.0 99.0  1.17  7.69  5.10  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 12 42 999 99.0 99.0  1.17  8.33  5.24  42 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 13 12 999 99.0 99.0  1.24  8.33  5.38  45 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 13 42 999 99.0 99.0  1.27  7.69  5.32  34 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 14 12 999 99.0 99.0  1.21  8.33  5.50  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 14 42 999 99.0 99.0  1.24  8.33  5.45  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 15 12 999 99.0 99.0  1.21  8.33  5.69  42 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 15 42 999 99.0 99.0  1.23  7.69  5.70  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 16 12 999 99.0 99.0  1.25  7.69  5.93  35 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 16 42 999 99.0 99.0  1.18  8.33  5.62  38 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 17 12 999 99.0 99.0  1.23  8.33  5.72  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 17 42 999 99.0 99.0  1.24  8.33  5.73  35 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 18 12 999 99.0 99.0  1.20  8.33  5.86  42 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 18 42 999 99.0 99.0  1.13  8.33  5.83  45 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 19 12 999 99.0 99.0  1.20  9.09  6.12  44 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 19 42 999 99.0 99.0  1.19  7.69  5.83  42 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 20 12 999 99.0 99.0  1.23  8.33  5.76  41 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 06 20 42 999 99.0 99.0  1.25  7.69  5.84  37 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 21 12 999 99.0 99.0  1.18  8.33  5.62  34 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 21 42 999 99.0 99.0  1.11  8.33  5.44  45 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 22 12 999 99.0 99.0  1.27  8.33  5.95  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 22 42 999 99.0 99.0  1.11  7.14  5.42  37 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 06 23 12 999 99.0 99.0  1.07  7.69  5.40  35 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 06 23 42 999 99.0 99.0  1.02  7.14  5.10  30 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 00 12 999 99.0 99.0  1.06  8.33  5.36  42 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 00 42 999 99.0 99.0  0.99  8.33  4.97  40 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 01 12 999 99.0 99.0  1.01  8.33  5.05  45 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 01 42 999 99.0 99.0  1.00  8.33  5.14  40 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 02 12 999 99.0 99.0  1.03  8.33  5.13  40 9999.0 999.0  26.1 999.0 99.0 99.00
2010 08 07 02 42 999 99.0 99.0  1.03  7.14  5.16  28 9999.0 999.0  26.1 999.0 99.0 99.00
2010 08 07 03 12 999 99.0 99.0  1.03  8.33  5.17  44 9999.0 999.0  26.1 999.0 99.0 99.00
2010 08 07 03 42 999 99.0 99.0  1.16  7.69  5.46  38 9999.0 999.0  26.1 999.0 99.0 99.00
2010 08 07 04 12 999 99.0 99.0  1.09  7.69  5.18  28 9999.0 999.0  26.1 999.0 99.0 99.00
2010 08 07 04 42 999 99.0 99.0  1.09  7.69  5.22  35 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 05 12 999 99.0 99.0  1.14  8.33  5.53  41 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 05 42 999 99.0 99.0  1.08  7.69  5.37  37 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 06 12 999 99.0 99.0  1.09  8.33  5.26  35 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 06 42 999 99.0 99.0  0.97  7.14  4.92  31 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 07 12 999 99.0 99.0  1.01  7.69  5.02  35 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 07 42 999 99.0 99.0  0.97  7.69  4.81  35 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 08 12 999 99.0 99.0  0.97  7.14  4.94  31 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 08 42 999 99.0 99.0  1.03  8.33  5.16  41 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 09 12 999 99.0 99.0  0.98  7.69  5.06  35 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 09 42 999 99.0 99.0  0.93  8.33  4.88  40 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 10 12 999 99.0 99.0  0.99  6.67  4.86  35 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 11 12 999 99.0 99.0  0.96  7.69  4.77  33 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 11 42 999 99.0 99.0  0.90  7.14  4.64  31 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 12 12 999 99.0 99.0  1.00  8.33  4.75  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 12 42 999 99.0 99.0  0.91  7.69  4.93  40 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 13 12 999 99.0 99.0  1.01  7.69  4.79  33 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 13 42 999 99.0 99.0  1.02  7.69  4.93  38 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 14 12 999 99.0 99.0  1.03  5.26  4.95  28 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 14 42 999 99.0 99.0  1.03  6.67  4.89  33 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 07 15 12 999 99.0 99.0  1.02  8.33  5.19  44 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 07 15 42 999 99.0 99.0  1.05  7.69  5.16  35 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 07 16 12 999 99.0 99.0  1.11  8.33  5.15  44 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 07 16 42 999 99.0 99.0  1.08  7.69  5.35  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 07 17 12 999 99.0 99.0  1.07  7.69  5.36  35 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 07 17 42 999 99.0 99.0  1.09  7.69  5.23  40 9999.0 999.0  25.8 999.0 99.0 99.00
2010 08 07 18 12 999 99.0 99.0  1.12  5.88  5.34  37 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 18 42 999 99.0 99.0  1.10  5.88  5.18  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 19 12 999 99.0 99.0  1.13  7.14  5.28  47 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 19 42 999 99.0 99.0  1.13  7.69  5.19  45 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 20 12 999 99.0 99.0  1.13  6.67  5.13  34 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 20 42 999 99.0 99.0  1.16  7.69  5.16  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 21 12 999 99.0 99.0  1.12  7.69  4.97  47 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 21 42 999 99.0 99.0  1.12  7.69  4.98  45 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 22 12 999 99.0 99.0  1.06  7.69  4.92  49 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 07 22 42 999 99.0 99.0  1.06  6.67  4.77  30 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 23 12 999 99.0 99.0  1.04  6.67  4.73  44 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 07 23 42 999 99.0 99.0  1.02  5.88  4.62  44 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 00 12 999 99.0 99.0  0.99  5.56  4.45  41 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 00 42 999 99.0 99.0  1.01  7.14  4.40  38 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 01 12 999 99.0 99.0  0.99  7.69  4.39  48 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 01 42 999 99.0 99.0  1.00  7.14  4.49  35 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 02 12 999 99.0 99.0  1.00  6.25  4.40  40 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 02 42 999 99.0 99.0  0.95  6.67  4.32  41 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 03 12 999 99.0 99.0  1.03  5.26  4.57  37 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 03 42 999 99.0 99.0  0.92  7.69  4.60  44 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 04 12 999 99.0 99.0  0.93  7.14  4.61  44 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 04 42 999 99.0 99.0  0.91  6.67  4.62  30 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 05 12 999 99.0 99.0  0.87  7.14  4.52  40 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 05 42 999 99.0 99.0  0.93  5.88  4.52  25 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 06 12 999 99.0 99.0  0.86  5.88  4.51  33 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 06 42 999 99.0 99.0  0.80  7.14  4.56  34 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 07 12 999 99.0 99.0  0.88  7.14  4.60  35 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 07 42 999 99.0 99.0  0.86  8.33  4.57  42 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 08 12 999 99.0 99.0  0.85  5.88  4.54  31 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 08 42 999 99.0 99.0  0.98  7.14  4.73  44 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 09 12 999 99.0 99.0  0.96  7.69  4.75  45 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 09 42 999 99.0 99.0  1.04  7.14  4.76  41 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 10 12 999 99.0 99.0  1.09  7.69  4.93  42 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 11 12 999 99.0 99.0  0.99  7.69  4.92  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 11 42 999 99.0 99.0  1.05  6.67  4.89  38 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 12 12 999 99.0 99.0  1.03  7.69  4.89  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 12 42 999 99.0 99.0  1.08  7.14  4.86  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 13 12 999 99.0 99.0  1.08  6.25  4.53  40 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 13 42 999 99.0 99.0  1.17  6.67  4.70  45 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 14 12 999 99.0 99.0  1.12  6.67  4.74  40 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 14 42 999 99.0 99.0  1.11  5.56  4.74  34 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 15 12 999 99.0 99.0  1.16  6.25  4.77  34 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 15 42 999 99.0 99.0  1.20  5.88  4.67  45 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 16 12 999 99.0 99.0  1.28  7.14  4.73  45 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 16 42 999 99.0 99.0  1.36  6.25  4.86  40 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 17 12 999 99.0 99.0  1.26  7.14  4.83  44 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 17 42 999 99.0 99.0  1.15  6.25  4.86  37 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 18 12 999 99.0 99.0  1.16  6.25  5.04  42 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 18 42 999 99.0 99.0  1.19  7.14  5.11  48 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 19 42 999 99.0 99.0  1.27  6.67  5.09  45 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 20 12 999 99.0 99.0  1.35  6.25  5.09  48 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 20 42 999 99.0 99.0  1.33  6.67  5.08  45 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 21 12 999 99.0 99.0  1.27  7.14  5.18  51 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 21 42 999 99.0 99.0  1.26  7.14  5.18  51 9999.0 999.0  25.9 999.0 99.0 99.00
2010 08 08 22 12 999 99.0 99.0  1.21  6.67  5.11  47 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 22 42 999 99.0 99.0  1.18  7.14  5.02  49 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 23 12 999 99.0 99.0  1.17  6.67  4.87  49 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 08 23 42 999 99.0 99.0  1.13  7.14  4.76  52 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 09 00 12 999 99.0 99.0  1.09  7.14  4.58  48 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 09 00 42 999 99.0 99.0  1.12  5.88  4.66  49 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 09 01 12 999 99.0 99.0  1.05  6.67  4.49  48 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 09 01 42 999 99.0 99.0  1.04  6.67  4.38  40 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 09 02 12 999 99.0 99.0  0.96  6.25  4.16  49 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 09 02 42 999 99.0 99.0  1.01  6.25  4.33  45 9999.0 999.0  26.0 999.0 99.0 99.00
2010 08 09 03 12 999 99.0 99.0  0.98  5.88  4.22  41 9999.0 999.0  26.0 999.0 99.0 99.00
